client_id,canal_principal,score_intensite,niveau_engagement,statut,produits_actuels,opportunites,produit_recommande,canal_recommande
CLI01119,web,0.6442,Engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI01120,web,0.6659,Engagé,client_actif,"['sante', 'habitation', 'auto', 'epargne']",['prevoyance'],prevoyance,agence
CLI01121,app_mobile,0.3394,Peu engagé,prospect,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI01122,app_mobile,0.8249,Très engagé,client_actif,,,,
CLI01123,agence,0.5507,Engagé,client_actif,"['auto', 'habitation']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI01124,email,0.4262,Peu engagé,prospect,"['habitation', 'auto', 'epargne']","['sante', 'prevoyance']",sante,telephone
CLI01125,app_mobile,0.5086,Engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI01126,web,0.1495,Dormant,client_inactif,,,,
CLI01127,telephone,0.4425,Peu engagé,client_inactif,,,,
CLI01128,web,0.7681,Très engagé,client_actif,,,,
CLI01129,email,0.5851,Engagé,client_actif,"['sante', 'auto']","['habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI01130,agence,0.3754,Peu engagé,résilié,,,,
CLI01131,telephone,0.8238,Très engagé,client_actif,,,,
CLI01132,web,0.8044,Très engagé,client_actif,"['habitation', 'prevoyance', 'auto']","['sante', 'epargne']",sante,telephone
CLI01133,web,0.6569,Engagé,client_actif,"['habitation', 'sante']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI01134,app_mobile,0.8536,Très engagé,client_actif,"['auto', 'prevoyance', 'epargne', 'sante']",['habitation'],habitation,web
CLI01135,app_mobile,0.5004,Engagé,client_actif,"['epargne', 'auto']","['habitation', 'sante', 'prevoyance']",sante,telephone
CLI01136,web,0.4022,Peu engagé,résilié,,,,
CLI01137,email,0.7173,Engagé,client_actif,,,,
CLI01138,telephone,0.6528,Engagé,client_actif,"['sante', 'prevoyance', 'habitation']","['auto', 'epargne']",epargne,agence
CLI01139,agence,0.4357,Peu engagé,résilié,,,,
CLI01140,web,0.2156,Dormant,prospect,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI01141,agence,0.8484,Très engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI01142,agence,0.8768,Très engagé,client_actif,"['prevoyance', 'epargne', 'sante', 'auto']",['habitation'],habitation,web
CLI01143,app_mobile,0.6846,Engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI01144,telephone,0.3875,Peu engagé,prospect,"['epargne', 'habitation', 'prevoyance']","['auto', 'sante']",sante,telephone
CLI01145,web,0.7241,Engagé,client_actif,,,,
CLI01146,web,0.5625,Engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI01147,web,0.7715,Très engagé,client_actif,"['prevoyance', 'epargne']","['auto', 'habitation', 'sante']",sante,telephone
CLI01148,agence,0.4915,Peu engagé,client_actif,,,,
CLI01149,agence,0.4706,Peu engagé,client_actif,"['auto', 'habitation']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI01150,web,0.2203,Dormant,prospect,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI01151,web,0.5149,Engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI01152,web,0.4693,Peu engagé,prospect,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI01153,web,0.428,Peu engagé,résilié,,,,
CLI01154,app_mobile,0.7254,Engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI01155,web,0.6486,Engagé,client_actif,"['epargne', 'auto']","['habitation', 'sante', 'prevoyance']",sante,telephone
CLI01156,web,0.2151,Dormant,client_inactif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI01157,telephone,0.7596,Très engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI01158,app_mobile,0.5091,Engagé,client_actif,"['epargne', 'prevoyance']","['auto', 'habitation', 'sante']",sante,telephone
CLI01159,agence,0.4623,Peu engagé,client_inactif,,,,
CLI01160,web,0.427,Peu engagé,client_inactif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI01161,app_mobile,0.5687,Engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI01162,app_mobile,0.3919,Peu engagé,prospect,"['auto', 'epargne', 'prevoyance']","['habitation', 'sante']",sante,telephone
CLI01163,web,0.5538,Engagé,client_actif,"['habitation', 'epargne', 'prevoyance']","['auto', 'sante']",sante,telephone
CLI01164,web,0.46,Peu engagé,client_inactif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI01165,telephone,0.4791,Peu engagé,prospect,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI01166,telephone,0.5739,Engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI01167,web,0.3993,Peu engagé,client_inactif,"['prevoyance', 'epargne']","['auto', 'habitation', 'sante']",sante,telephone
CLI01168,web,0.4652,Peu engagé,prospect,"['prevoyance', 'auto', 'habitation']","['sante', 'epargne']",sante,telephone
CLI01169,email,0.3779,Peu engagé,client_inactif,,,,
CLI01170,web,0.8266,Très engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI01171,agence,0.6912,Engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI01172,email,0.5219,Engagé,prospect,"['auto', 'epargne']","['habitation', 'sante', 'prevoyance']",sante,telephone
CLI01173,email,0.4054,Peu engagé,client_inactif,"['auto', 'sante', 'prevoyance']","['habitation', 'epargne']",epargne,agence
CLI01174,app_mobile,0.3865,Peu engagé,client_actif,"['prevoyance', 'auto', 'epargne']","['habitation', 'sante']",sante,telephone
CLI01175,web,0.6768,Engagé,client_actif,"['auto', 'prevoyance']","['habitation', 'sante', 'epargne']",sante,telephone
CLI01176,web,0.5981,Engagé,client_actif,"['sante', 'auto', 'habitation', 'epargne', 'prevoyance']",[],Portefeuille complet,email
CLI01177,telephone,0.3742,Peu engagé,client_inactif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI01178,telephone,0.2127,Dormant,résilié,,,,
CLI01179,agence,0.8884,Très engagé,client_actif,"['auto', 'sante']","['habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI01180,agence,0.7818,Très engagé,client_actif,"['epargne', 'auto']","['habitation', 'sante', 'prevoyance']",sante,telephone
CLI01181,agence,0.2256,Dormant,résilié,,,,
CLI01182,agence,0.7301,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI01183,telephone,0.413,Peu engagé,client_actif,"['habitation', 'sante']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI01184,agence,0.186,Dormant,prospect,"['habitation', 'epargne']","['auto', 'sante', 'prevoyance']",sante,telephone
CLI01185,app_mobile,0.3743,Peu engagé,client_inactif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI01186,web,0.8408,Très engagé,client_actif,,,,
CLI01187,agence,0.7947,Très engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI01188,app_mobile,0.6546,Engagé,client_actif,"['epargne', 'auto', 'sante']","['habitation', 'prevoyance']",prevoyance,agence
CLI01189,web,0.7781,Très engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI01190,telephone,0.5885,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI01191,agence,0.4829,Peu engagé,prospect,"['prevoyance', 'epargne']","['auto', 'habitation', 'sante']",sante,telephone
CLI01192,telephone,0.629,Engagé,client_actif,"['sante', 'prevoyance']","['auto', 'habitation', 'epargne']",epargne,agence
CLI01193,web,0.7169,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI01194,agence,0.618,Engagé,client_actif,"['habitation', 'prevoyance', 'sante']","['auto', 'epargne']",epargne,agence
CLI01195,web,0.4459,Peu engagé,client_inactif,,,,
CLI01196,telephone,0.4558,Peu engagé,client_inactif,"['prevoyance', 'sante']","['auto', 'habitation', 'epargne']",epargne,agence
CLI01197,web,0.3907,Peu engagé,client_inactif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI01198,agence,0.4582,Peu engagé,prospect,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI01199,agence,0.5793,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI01200,app_mobile,0.7017,Engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI01201,email,0.4809,Peu engagé,résilié,,,,
CLI01202,telephone,0.2151,Dormant,client_inactif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI01203,web,0.3878,Peu engagé,client_inactif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI01204,web,0.7234,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI01205,web,0.8193,Très engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI01206,web,0.842,Très engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI01207,telephone,0.7755,Très engagé,client_actif,"['epargne', 'auto']","['habitation', 'sante', 'prevoyance']",sante,telephone
CLI01208,email,0.4078,Peu engagé,prospect,"['sante', 'epargne', 'prevoyance', 'auto']",['habitation'],habitation,web
CLI01209,web,0.4692,Peu engagé,résilié,,,,
CLI01210,app_mobile,0.5321,Engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI01211,app_mobile,0.5651,Engagé,client_actif,"['habitation', 'epargne', 'auto', 'prevoyance', 'sante']",[],Portefeuille complet,email
CLI01212,web,0.4212,Peu engagé,prospect,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI01213,app_mobile,0.458,Peu engagé,résilié,,,,
CLI01214,web,0.8212,Très engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI01215,app_mobile,0.8413,Très engagé,client_actif,"['auto', 'epargne']","['habitation', 'sante', 'prevoyance']",sante,telephone
CLI01216,agence,0.2615,Peu engagé,résilié,,,,
CLI01217,agence,0.5953,Engagé,client_actif,"['habitation', 'prevoyance', 'epargne']","['auto', 'sante']",sante,telephone
CLI01218,web,0.6656,Engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI01219,telephone,0.257,Peu engagé,prospect,"['auto', 'epargne', 'habitation']","['sante', 'prevoyance']",sante,telephone
CLI01220,agence,0.4927,Peu engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI01221,telephone,0.2479,Dormant,client_inactif,,,,
CLI01222,app_mobile,0.3365,Peu engagé,client_inactif,"['prevoyance', 'habitation']","['auto', 'sante', 'epargne']",sante,telephone
CLI01223,telephone,0.8205,Très engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI01224,telephone,0.6377,Engagé,client_actif,"['prevoyance', 'sante', 'habitation']","['auto', 'epargne']",epargne,agence
CLI01225,app_mobile,0.5396,Engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI01226,app_mobile,0.5179,Engagé,prospect,"['prevoyance', 'auto', 'epargne', 'habitation']",['sante'],sante,telephone
CLI01227,telephone,0.786,Très engagé,client_actif,"['auto', 'prevoyance']","['habitation', 'sante', 'epargne']",sante,telephone
CLI01228,agence,0.8477,Très engagé,client_actif,"['auto', 'sante', 'prevoyance', 'epargne']",['habitation'],habitation,web
CLI01229,telephone,0.7628,Très engagé,client_actif,"['epargne', 'sante', 'habitation', 'prevoyance']",['auto'],auto,web
CLI01230,agence,0.3057,Peu engagé,client_inactif,,,,
CLI01231,agence,0.8617,Très engagé,client_actif,"['habitation', 'epargne', 'auto']","['sante', 'prevoyance']",sante,telephone
CLI01232,web,0.5072,Engagé,client_actif,"['epargne', 'prevoyance']","['auto', 'habitation', 'sante']",sante,telephone
CLI01233,web,0.5454,Engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI01234,email,0.1949,Dormant,client_inactif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI01235,web,0.5751,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI01236,web,0.4161,Peu engagé,prospect,,,,
CLI01237,agence,0.8337,Très engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI01238,agence,0.5094,Engagé,client_inactif,,,,
CLI01239,web,0.5345,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI01240,web,0.4766,Peu engagé,client_inactif,,,,
CLI01241,app_mobile,0.2296,Dormant,résilié,,,,
CLI01242,web,0.3422,Peu engagé,client_inactif,"['epargne', 'sante', 'habitation']","['auto', 'prevoyance']",prevoyance,agence
CLI01243,agence,0.622,Engagé,client_actif,"['prevoyance', 'epargne']","['auto', 'habitation', 'sante']",sante,telephone
CLI01244,web,0.7535,Très engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI01245,telephone,0.3363,Peu engagé,prospect,"['prevoyance', 'auto', 'habitation']","['sante', 'epargne']",sante,telephone
CLI01246,telephone,0.4331,Peu engagé,résilié,,,,
CLI01247,agence,0.6933,Engagé,client_actif,"['epargne', 'prevoyance']","['auto', 'habitation', 'sante']",sante,telephone
CLI01248,web,0.8344,Très engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI01249,app_mobile,0.8793,Très engagé,client_actif,,,,
CLI01250,app_mobile,0.667,Engagé,client_actif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI01251,web,0.8186,Très engagé,client_actif,"['habitation', 'sante', 'auto']","['prevoyance', 'epargne']",prevoyance,agence
CLI01252,telephone,0.5468,Engagé,client_actif,"['epargne', 'sante']","['auto', 'habitation', 'prevoyance']",prevoyance,agence
CLI01253,app_mobile,0.3836,Peu engagé,client_actif,"['epargne', 'auto']","['habitation', 'sante', 'prevoyance']",sante,telephone
CLI01254,telephone,0.3929,Peu engagé,client_inactif,,,,
CLI01255,web,0.8373,Très engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI01256,web,0.7493,Engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI01257,email,0.8846,Très engagé,client_actif,"['prevoyance', 'auto']","['habitation', 'sante', 'epargne']",sante,telephone
CLI01258,app_mobile,0.6324,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI01259,app_mobile,0.2201,Dormant,client_inactif,,,,
CLI01260,app_mobile,0.843,Très engagé,client_actif,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI01261,web,0.4355,Peu engagé,client_actif,"['epargne', 'auto']","['habitation', 'sante', 'prevoyance']",sante,telephone
CLI01262,agence,0.5277,Engagé,client_actif,"['habitation', 'sante']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI01263,web,0.3485,Peu engagé,résilié,,,,
CLI01264,app_mobile,0.7061,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI01265,app_mobile,0.4636,Peu engagé,client_inactif,,,,
CLI01266,telephone,0.4389,Peu engagé,prospect,"['habitation', 'epargne', 'sante']","['auto', 'prevoyance']",prevoyance,agence
CLI01267,app_mobile,0.8534,Très engagé,client_actif,"['habitation', 'epargne']","['auto', 'sante', 'prevoyance']",sante,telephone
CLI01268,web,0.6129,Engagé,client_actif,['prevoyance'],"['auto', 'habitation', 'sante', 'epargne']",sante,telephone
CLI01269,app_mobile,0.2846,Peu engagé,client_inactif,['epargne'],"['auto', 'habitation', 'sante', 'prevoyance']",sante,telephone
CLI01270,web,0.7946,Très engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI01271,web,0.2971,Peu engagé,résilié,,,,
CLI01272,web,0.5855,Engagé,client_actif,"['prevoyance', 'sante']","['auto', 'habitation', 'epargne']",epargne,agence
CLI01273,app_mobile,0.4877,Peu engagé,client_actif,"['prevoyance', 'auto']","['habitation', 'sante', 'epargne']",sante,telephone
CLI01274,web,0.5168,Engagé,prospect,"['habitation', 'sante']","['auto', 'prevoyance', 'epargne']",prevoyance,agence
CLI01275,app_mobile,0.4332,Peu engagé,client_inactif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI01276,telephone,0.4839,Peu engagé,client_actif,,,,
CLI01277,agence,0.4499,Peu engagé,client_inactif,,,,
CLI01278,web,0.3038,Peu engagé,résilié,,,,
CLI01279,web,0.3643,Peu engagé,résilié,,,,
CLI01280,agence,0.7922,Très engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI01281,telephone,0.7024,Engagé,client_actif,"['epargne', 'prevoyance']","['auto', 'habitation', 'sante']",sante,telephone
CLI01282,web,0.323,Peu engagé,client_inactif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI01283,telephone,0.3595,Peu engagé,prospect,"['habitation', 'sante', 'epargne', 'prevoyance']",['auto'],auto,web
CLI01284,app_mobile,0.675,Engagé,client_actif,['sante'],"['auto', 'habitation', 'prevoyance', 'epargne']",prevoyance,agence
CLI01285,app_mobile,0.2522,Peu engagé,prospect,['habitation'],"['auto', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI01286,email,0.7548,Très engagé,client_actif,"['auto', 'habitation', 'sante', 'prevoyance']",['epargne'],epargne,agence
CLI01287,agence,0.7288,Engagé,client_actif,"['habitation', 'epargne']","['auto', 'sante', 'prevoyance']",sante,telephone
CLI01288,telephone,0.7812,Très engagé,client_actif,['auto'],"['habitation', 'sante', 'prevoyance', 'epargne']",sante,telephone
CLI01289,app_mobile,0.7814,Très engagé,client_actif,"['auto', 'prevoyance']","['habitation', 'sante', 'epargne']",sante,telephone
CLI01290,app_mobile,0.4876,Peu engagé,client_actif,"['habitation', 'auto']","['sante', 'prevoyance', 'epargne']",sante,telephone
CLI01291,agence,0.843,Très engagé,client_actif,,,,
