interaction_id,client_id,date,canal,type_interaction,duree_minutes,satisfaction,resultat
INT0012668,CLI01376,2023-08-28,agence,reclamation,71,5,succès
INT0012669,CLI01377,2023-01-12,email,email_ouvert,2,4,succès
INT0012670,CLI01377,2024-08-05,telephone,reclamation,19,8,en_attente
INT0012671,CLI01377,2023-10-12,agence,reclamation,31,8,succès
INT0012672,CLI01377,2024-12-21,agence,rdv_conseiller,42,8,escalade
INT0012673,CLI01377,2024-04-02,agence,souscription,69,6,en_attente
INT0012674,CLI01377,2023-02-04,agence,rdv_conseiller,18,8,succès
INT0012675,CLI01377,2024-10-13,agence,rdv_conseiller,58,9,succès
INT0012676,CLI01377,2024-01-14,agence,renouvellement,50,8,escalade
INT0012677,CLI01377,2024-05-10,agence,rdv_conseiller,17,6,en_attente
INT0012678,CLI01377,2024-07-31,web,visite_site,7,5,succès
INT0012679,CLI01377,2024-02-08,agence,souscription,48,9,succès
INT0012680,CLI01377,2023-02-06,web,visite_site,8,5,succès
INT0012681,CLI01377,2023-08-18,web,souscription,14,6,succès
INT0012682,CLI01377,2023-02-04,agence,rdv_conseiller,63,5,succès
INT0012683,CLI01377,2024-02-01,web,visite_site,11,7,succès
INT0012684,CLI01377,2023-09-18,agence,renouvellement,50,8,succès
INT0012685,CLI01377,2024-01-03,agence,reclamation,88,5,en_attente
INT0012686,CLI01377,2023-01-06,web,visite_site,9,6,succès
INT0012687,CLI01378,2023-10-28,web,souscription,12,5,succès
INT0012688,CLI01378,2024-12-31,web,souscription,8,5,abandon
INT0012689,CLI01378,2023-09-15,telephone,appel_sortant,22,9,succès
INT0012690,CLI01378,2023-10-30,email,reponse_email,9,7,succès
INT0012691,CLI01378,2023-12-26,web,espace_client,3,8,abandon
INT0012692,CLI01378,2023-01-20,web,devis_en_ligne,14,4,en_attente
INT0012693,CLI01378,2023-10-16,web,devis_en_ligne,2,6,succès
INT0012694,CLI01378,2023-11-20,web,visite_site,3,8,succès
INT0012695,CLI01378,2023-03-27,email,email_ouvert,5,7,succès
INT0012696,CLI01378,2024-12-14,web,souscription,10,6,succès
INT0012697,CLI01378,2023-03-23,web,visite_site,11,6,succès
INT0012698,CLI01378,2023-06-24,web,espace_client,12,8,succès
INT0012699,CLI01378,2023-12-28,web,souscription,2,3,succès
INT0012700,CLI01378,2023-03-03,web,visite_site,6,5,succès
INT0012701,CLI01378,2024-01-12,web,visite_site,4,6,succès
INT0012702,CLI01379,2023-11-12,app_mobile,consultation_contrat,7,6,succès
INT0012703,CLI01379,2023-01-23,app_mobile,ouverture_app,10,4,succès
INT0012704,CLI01379,2024-05-24,app_mobile,paiement,8,5,abandon
INT0012705,CLI01379,2024-12-01,app_mobile,paiement,1,6,succès
INT0012706,CLI01380,2024-11-08,agence,souscription,67,9,succès
INT0012707,CLI01380,2023-04-14,app_mobile,declaration_sinistre,12,9,en_attente
INT0012708,CLI01380,2024-12-18,agence,renouvellement,61,6,succès
INT0012709,CLI01380,2024-02-16,agence,souscription,30,7,succès
INT0012710,CLI01380,2024-01-06,agence,renouvellement,88,6,succès
INT0012711,CLI01380,2023-04-13,agence,reclamation,87,8,abandon
INT0012712,CLI01380,2023-10-27,agence,renouvellement,33,8,en_attente
INT0012713,CLI01380,2023-10-17,agence,souscription,22,7,abandon
INT0012714,CLI01380,2023-09-15,web,devis_en_ligne,8,4,en_attente
INT0012715,CLI01380,2023-07-09,agence,rdv_conseiller,35,8,succès
INT0012716,CLI01380,2023-04-01,app_mobile,paiement,7,7,abandon
INT0012717,CLI01380,2024-10-09,agence,reclamation,43,8,escalade
INT0012718,CLI01380,2024-05-19,email,email_clique,5,4,en_attente
INT0012719,CLI01380,2024-08-15,agence,reclamation,89,9,escalade
INT0012720,CLI01381,2024-08-11,app_mobile,consultation_contrat,13,9,en_attente
INT0012721,CLI01381,2023-11-03,email,email_ignore,11,7,succès
INT0012722,CLI01381,2023-01-21,email,email_ignore,3,8,succès
INT0012723,CLI01381,2024-01-29,app_mobile,consultation_contrat,9,4,succès
INT0012724,CLI01381,2024-02-19,app_mobile,declaration_sinistre,4,5,abandon
INT0012725,CLI01381,2024-10-21,email,reponse_email,12,6,succès
INT0012726,CLI01382,2024-07-27,telephone,resiliation,26,6,succès
INT0012727,CLI01382,2023-09-07,telephone,resiliation,16,7,succès
INT0012728,CLI01382,2024-03-04,email,reponse_email,1,7,escalade
INT0012729,CLI01382,2023-07-30,telephone,appel_entrant,27,9,succès
INT0012730,CLI01382,2023-11-26,telephone,appel_sortant,24,6,en_attente
INT0012731,CLI01382,2023-12-26,telephone,appel_entrant,7,8,succès
INT0012732,CLI01382,2024-07-04,telephone,resiliation,20,5,succès
INT0012733,CLI01382,2023-05-10,email,reponse_email,10,5,en_attente
INT0012734,CLI01382,2023-11-10,telephone,resiliation,7,9,succès
INT0012735,CLI01382,2024-03-18,telephone,resiliation,19,8,succès
INT0012736,CLI01382,2023-02-28,web,visite_site,7,7,abandon
INT0012737,CLI01382,2024-09-07,telephone,reclamation,24,9,succès
INT0012738,CLI01382,2023-06-17,telephone,reclamation,23,4,succès
INT0012739,CLI01383,2023-05-10,telephone,appel_sortant,10,8,succès
INT0012740,CLI01383,2023-04-26,telephone,resiliation,22,10,succès
INT0012741,CLI01384,2023-01-16,email,email_ignore,2,7,escalade
INT0012742,CLI01384,2024-03-06,telephone,reclamation,28,9,succès
INT0012743,CLI01384,2024-08-11,email,email_ignore,12,5,succès
INT0012744,CLI01384,2024-10-30,email,email_clique,1,4,abandon
INT0012745,CLI01384,2024-08-28,telephone,resiliation,17,6,succès
INT0012746,CLI01384,2023-02-17,agence,renouvellement,71,8,abandon
INT0012747,CLI01385,2024-05-03,web,souscription,3,4,en_attente
INT0012748,CLI01385,2023-02-04,agence,renouvellement,52,8,succès
INT0012749,CLI01385,2024-04-24,web,devis_en_ligne,7,7,abandon
INT0012750,CLI01386,2024-01-09,web,visite_site,9,7,succès
INT0012751,CLI01386,2024-01-04,email,email_ignore,11,5,succès
INT0012752,CLI01386,2023-09-20,web,souscription,5,6,succès
INT0012753,CLI01386,2024-04-14,app_mobile,consultation_contrat,14,8,abandon
INT0012754,CLI01386,2024-02-03,app_mobile,paiement,7,6,abandon
INT0012755,CLI01386,2023-09-22,agence,reclamation,71,8,succès
INT0012756,CLI01386,2024-01-01,email,email_ignore,2,8,succès
INT0012757,CLI01386,2024-12-27,telephone,resiliation,18,6,en_attente
INT0012758,CLI01386,2024-11-20,email,email_clique,11,6,abandon
INT0012759,CLI01386,2023-12-13,app_mobile,ouverture_app,6,7,succès
INT0012760,CLI01386,2024-12-26,agence,rdv_conseiller,83,8,succès
INT0012761,CLI01386,2024-08-01,app_mobile,ouverture_app,6,8,succès
INT0012762,CLI01386,2024-12-03,email,reponse_email,14,4,succès
INT0012763,CLI01386,2024-04-26,email,email_clique,11,5,abandon
INT0012764,CLI01386,2024-05-01,email,email_ignore,7,5,succès
INT0012765,CLI01386,2024-11-19,email,reponse_email,8,9,succès
INT0012766,CLI01386,2023-03-03,email,email_ignore,14,9,en_attente
INT0012767,CLI01386,2023-06-11,telephone,resiliation,12,7,abandon
INT0012768,CLI01386,2023-01-24,email,reponse_email,1,5,succès
INT0012769,CLI01386,2024-09-16,email,email_clique,11,4,succès
INT0012770,CLI01386,2024-04-20,email,email_ignore,13,5,en_attente
INT0012771,CLI01386,2023-09-28,email,email_ignore,12,4,succès
INT0012772,CLI01386,2023-07-21,web,visite_site,1,8,succès
INT0012773,CLI01387,2024-05-08,telephone,appel_entrant,14,8,succès
INT0012774,CLI01387,2024-03-18,telephone,resiliation,3,7,succès
INT0012775,CLI01387,2024-05-22,telephone,reclamation,23,10,succès
INT0012776,CLI01387,2023-05-23,telephone,appel_entrant,23,9,succès
INT0012777,CLI01387,2024-03-06,email,email_ouvert,8,10,succès
INT0012778,CLI01387,2024-08-23,telephone,appel_sortant,11,9,escalade
INT0012779,CLI01387,2024-11-27,telephone,reclamation,21,8,succès
INT0012780,CLI01387,2023-01-23,telephone,appel_sortant,22,7,escalade
INT0012781,CLI01387,2023-12-18,agence,rdv_conseiller,51,5,succès
INT0012782,CLI01387,2023-04-12,telephone,appel_entrant,14,8,succès
INT0012783,CLI01387,2023-12-24,telephone,resiliation,8,10,succès
INT0012784,CLI01387,2024-06-26,telephone,appel_sortant,14,9,succès
INT0012785,CLI01387,2023-08-02,telephone,appel_entrant,9,6,succès
INT0012786,CLI01387,2023-01-22,telephone,appel_sortant,18,8,succès
INT0012787,CLI01387,2023-08-09,agence,rdv_conseiller,42,8,succès
INT0012788,CLI01387,2023-05-25,telephone,resiliation,19,8,succès
INT0012789,CLI01387,2023-11-03,telephone,resiliation,25,8,en_attente
INT0012790,CLI01387,2024-08-10,app_mobile,consultation_contrat,10,9,succès
INT0012791,CLI01387,2024-09-30,telephone,appel_entrant,28,5,succès
INT0012792,CLI01388,2023-04-03,email,email_ignore,1,6,succès
INT0012793,CLI01388,2024-09-17,web,devis_en_ligne,9,10,abandon
INT0012794,CLI01388,2024-08-09,telephone,reclamation,25,7,escalade
INT0012795,CLI01388,2023-02-10,web,visite_site,14,8,en_attente
INT0012796,CLI01388,2024-07-09,web,espace_client,1,10,succès
INT0012797,CLI01388,2024-09-05,agence,renouvellement,54,6,succès
INT0012798,CLI01388,2024-01-01,web,visite_site,13,8,succès
INT0012799,CLI01388,2023-03-26,web,devis_en_ligne,14,4,succès
INT0012800,CLI01388,2023-08-25,web,visite_site,1,2,en_attente
INT0012801,CLI01388,2024-01-12,telephone,resiliation,10,6,succès
INT0012802,CLI01388,2024-11-27,web,souscription,10,9,succès
INT0012803,CLI01388,2023-06-07,web,souscription,12,9,succès
INT0012804,CLI01388,2023-07-13,web,devis_en_ligne,1,5,succès
INT0012805,CLI01388,2024-05-08,web,souscription,6,8,succès
INT0012806,CLI01388,2023-06-12,web,souscription,13,9,en_attente
INT0012807,CLI01388,2024-01-30,web,espace_client,11,5,succès
INT0012808,CLI01388,2023-09-05,web,souscription,13,9,succès
INT0012809,CLI01388,2023-02-24,web,devis_en_ligne,5,6,succès
INT0012810,CLI01388,2024-04-04,web,devis_en_ligne,14,5,succès
INT0012811,CLI01388,2024-12-01,telephone,appel_sortant,7,8,succès
INT0012812,CLI01388,2023-03-18,web,souscription,7,5,escalade
INT0012813,CLI01388,2023-02-17,agence,reclamation,60,6,escalade
INT0012814,CLI01389,2023-07-22,app_mobile,paiement,14,7,escalade
INT0012815,CLI01389,2024-09-24,agence,reclamation,89,3,escalade
INT0012816,CLI01389,2024-11-22,email,email_clique,11,2,en_attente
INT0012817,CLI01389,2024-12-08,app_mobile,paiement,14,6,en_attente
INT0012818,CLI01389,2024-07-25,telephone,appel_sortant,27,8,abandon
INT0012819,CLI01389,2024-06-06,email,email_ignore,10,6,succès
INT0012820,CLI01389,2024-08-31,app_mobile,declaration_sinistre,2,8,en_attente
INT0012821,CLI01389,2024-06-23,telephone,appel_sortant,24,7,succès
INT0012822,CLI01389,2024-06-02,app_mobile,consultation_contrat,5,5,succès
INT0012823,CLI01389,2024-05-24,telephone,appel_entrant,24,9,abandon
INT0012824,CLI01389,2023-02-23,app_mobile,paiement,2,10,succès
INT0012825,CLI01389,2024-01-24,app_mobile,paiement,12,1,escalade
INT0012826,CLI01389,2024-09-27,telephone,reclamation,29,7,escalade
INT0012827,CLI01389,2023-07-07,agence,rdv_conseiller,44,8,succès
INT0012828,CLI01389,2023-11-21,app_mobile,ouverture_app,5,6,succès
INT0012829,CLI01389,2024-11-12,app_mobile,declaration_sinistre,13,5,succès
INT0012830,CLI01389,2023-01-19,app_mobile,consultation_contrat,11,10,escalade
INT0012831,CLI01389,2023-03-21,web,espace_client,1,5,succès
INT0012832,CLI01390,2023-04-15,web,devis_en_ligne,1,9,escalade
INT0012833,CLI01390,2024-09-01,agence,souscription,66,6,abandon
INT0012834,CLI01391,2024-12-05,web,visite_site,11,6,succès
INT0012835,CLI01391,2023-07-04,web,espace_client,14,5,succès
INT0012836,CLI01391,2024-06-25,agence,renouvellement,28,5,succès
INT0012837,CLI01391,2023-08-16,agence,rdv_conseiller,45,6,escalade
INT0012838,CLI01391,2023-03-22,web,souscription,10,4,succès
INT0012839,CLI01391,2023-08-03,web,visite_site,2,5,succès
INT0012840,CLI01391,2023-04-27,email,email_ignore,3,8,succès
INT0012841,CLI01391,2024-01-14,web,devis_en_ligne,7,7,succès
INT0012842,CLI01391,2023-04-04,telephone,appel_entrant,14,9,en_attente
INT0012843,CLI01391,2024-12-12,web,visite_site,2,5,succès
INT0012844,CLI01391,2024-11-11,agence,souscription,49,9,abandon
INT0012845,CLI01392,2023-04-05,telephone,reclamation,29,5,succès
INT0012846,CLI01392,2024-02-29,telephone,appel_sortant,11,8,abandon
INT0012847,CLI01392,2023-01-07,web,visite_site,10,8,abandon
INT0012848,CLI01392,2024-12-23,telephone,appel_sortant,11,6,en_attente
INT0012849,CLI01393,2024-04-09,web,espace_client,6,7,succès
INT0012850,CLI01394,2024-10-10,web,visite_site,11,8,succès
INT0012851,CLI01394,2023-04-11,agence,souscription,62,7,succès
INT0012852,CLI01394,2024-02-28,agence,souscription,86,7,succès
INT0012853,CLI01394,2023-06-13,agence,rdv_conseiller,87,6,en_attente
INT0012854,CLI01394,2023-01-01,agence,souscription,78,5,succès
INT0012855,CLI01394,2024-06-20,agence,reclamation,84,9,escalade
INT0012856,CLI01394,2024-12-10,agence,renouvellement,43,8,abandon
INT0012857,CLI01394,2023-02-24,agence,reclamation,17,7,succès
INT0012858,CLI01394,2023-03-29,agence,souscription,16,8,succès
INT0012859,CLI01394,2023-12-16,agence,rdv_conseiller,31,6,succès
INT0012860,CLI01394,2023-10-11,web,visite_site,13,3,succès
INT0012861,CLI01394,2024-07-24,web,visite_site,14,4,succès
INT0012862,CLI01394,2023-11-07,agence,rdv_conseiller,43,10,en_attente
INT0012863,CLI01394,2023-11-20,web,visite_site,6,4,succès
INT0012864,CLI01394,2024-08-08,email,reponse_email,2,8,succès
INT0012865,CLI01394,2023-03-01,app_mobile,paiement,7,8,abandon
INT0012866,CLI01394,2024-02-20,app_mobile,consultation_contrat,14,4,succès
INT0012867,CLI01394,2024-05-21,email,reponse_email,7,5,succès
INT0012868,CLI01394,2024-03-03,agence,reclamation,43,6,abandon
INT0012869,CLI01394,2023-09-20,agence,renouvellement,65,6,succès
INT0012870,CLI01394,2023-06-03,agence,reclamation,57,4,en_attente
INT0012871,CLI01395,2023-01-09,app_mobile,declaration_sinistre,14,7,succès
INT0012872,CLI01395,2023-11-14,app_mobile,consultation_contrat,7,4,succès
INT0012873,CLI01395,2023-02-28,app_mobile,consultation_contrat,14,9,succès
INT0012874,CLI01396,2024-11-09,email,reponse_email,12,6,succès
INT0012875,CLI01396,2023-04-23,telephone,reclamation,16,7,succès
INT0012876,CLI01396,2023-09-22,email,email_clique,11,5,succès
INT0012877,CLI01396,2024-05-25,web,visite_site,1,9,succès
INT0012878,CLI01397,2023-11-04,agence,rdv_conseiller,48,5,en_attente
INT0012879,CLI01397,2024-01-27,agence,rdv_conseiller,39,6,abandon
INT0012880,CLI01397,2023-03-19,agence,reclamation,38,6,succès
INT0012881,CLI01397,2023-12-29,web,devis_en_ligne,7,2,escalade
INT0012882,CLI01397,2024-02-16,agence,renouvellement,64,8,succès
INT0012883,CLI01397,2023-11-30,agence,reclamation,53,9,abandon
INT0012884,CLI01397,2023-10-24,agence,reclamation,83,5,succès
INT0012885,CLI01397,2023-10-13,email,email_ignore,12,7,en_attente
INT0012886,CLI01397,2023-05-29,telephone,appel_entrant,15,10,escalade
INT0012887,CLI01397,2024-06-26,agence,reclamation,19,9,abandon
INT0012888,CLI01397,2023-02-14,agence,rdv_conseiller,55,6,succès
INT0012889,CLI01397,2023-08-21,agence,renouvellement,33,7,en_attente
INT0012890,CLI01397,2023-07-01,agence,reclamation,57,7,succès
INT0012891,CLI01397,2024-09-24,telephone,appel_entrant,22,6,succès
INT0012892,CLI01397,2023-10-28,agence,rdv_conseiller,80,8,en_attente
INT0012893,CLI01397,2024-02-25,email,email_ouvert,2,5,succès
INT0012894,CLI01398,2023-10-29,telephone,appel_entrant,19,7,succès
INT0012895,CLI01398,2024-03-31,email,email_ouvert,7,6,succès
INT0012896,CLI01398,2024-03-25,web,espace_client,3,5,succès
INT0012897,CLI01398,2024-07-01,telephone,reclamation,6,5,succès
INT0012898,CLI01398,2023-08-14,telephone,resiliation,22,6,succès
INT0012899,CLI01398,2023-06-07,app_mobile,paiement,3,10,succès
INT0012900,CLI01398,2024-02-05,telephone,appel_entrant,29,9,succès
INT0012901,CLI01398,2024-11-30,telephone,reclamation,28,5,abandon
INT0012902,CLI01398,2023-05-05,web,souscription,14,7,succès
INT0012903,CLI01398,2023-02-08,telephone,resiliation,18,5,succès
INT0012904,CLI01398,2024-03-18,telephone,resiliation,20,7,succès
INT0012905,CLI01399,2023-12-23,web,visite_site,9,5,succès
INT0012906,CLI01399,2023-01-06,telephone,reclamation,23,10,en_attente
INT0012907,CLI01399,2023-07-03,email,email_ignore,2,3,succès
INT0012908,CLI01399,2024-01-07,email,email_ouvert,7,4,succès
INT0012909,CLI01399,2024-06-26,telephone,resiliation,19,7,escalade
INT0012910,CLI01399,2023-02-16,email,reponse_email,3,7,abandon
INT0012911,CLI01399,2023-05-15,email,email_clique,1,2,abandon
INT0012912,CLI01400,2023-07-01,agence,souscription,65,8,succès
INT0012913,CLI01400,2023-11-03,agence,rdv_conseiller,64,8,succès
INT0012914,CLI01400,2023-09-23,agence,souscription,81,7,en_attente
INT0012915,CLI01400,2023-04-24,agence,renouvellement,36,8,abandon
INT0012916,CLI01400,2023-06-30,email,reponse_email,8,5,succès
INT0012917,CLI01400,2024-07-01,agence,renouvellement,28,5,abandon
INT0012918,CLI01400,2024-04-19,agence,rdv_conseiller,82,7,succès
INT0012919,CLI01400,2024-06-20,web,devis_en_ligne,14,6,succès
INT0012920,CLI01400,2024-12-04,agence,reclamation,33,7,succès
INT0012921,CLI01400,2023-10-21,telephone,appel_entrant,17,7,en_attente
INT0012922,CLI01400,2023-04-03,agence,souscription,60,7,succès
INT0012923,CLI01400,2023-12-17,app_mobile,ouverture_app,11,9,succès
INT0012924,CLI01400,2024-06-28,agence,rdv_conseiller,82,9,succès
INT0012925,CLI01400,2023-01-15,email,email_ouvert,7,10,abandon
INT0012926,CLI01400,2023-06-02,agence,rdv_conseiller,73,9,succès
INT0012927,CLI01401,2023-03-13,app_mobile,ouverture_app,3,9,succès
INT0012928,CLI01401,2024-10-31,app_mobile,declaration_sinistre,7,4,succès
INT0012929,CLI01401,2024-04-13,app_mobile,consultation_contrat,13,3,escalade
INT0012930,CLI01402,2023-12-12,email,email_ouvert,8,9,succès
INT0012931,CLI01402,2023-11-22,web,espace_client,4,7,succès
INT0012932,CLI01402,2024-01-23,telephone,resiliation,17,8,abandon
INT0012933,CLI01402,2023-06-05,telephone,reclamation,25,7,abandon
INT0012934,CLI01403,2024-07-08,app_mobile,paiement,3,6,abandon
INT0012935,CLI01403,2023-02-25,web,souscription,14,5,succès
INT0012936,CLI01403,2023-09-07,telephone,resiliation,23,7,escalade
INT0012937,CLI01403,2023-07-12,web,devis_en_ligne,4,9,en_attente
INT0012938,CLI01403,2023-07-02,web,souscription,10,7,succès
INT0012939,CLI01403,2024-01-04,web,visite_site,9,6,succès
INT0012940,CLI01403,2024-02-01,web,espace_client,2,1,escalade
INT0012941,CLI01403,2024-07-26,telephone,appel_sortant,21,8,succès
INT0012942,CLI01404,2024-10-27,telephone,appel_entrant,17,7,abandon
INT0012943,CLI01405,2024-07-02,agence,rdv_conseiller,61,8,succès
INT0012944,CLI01405,2023-02-27,web,espace_client,7,7,escalade
INT0012945,CLI01405,2024-02-03,app_mobile,consultation_contrat,5,3,abandon
INT0012946,CLI01405,2024-06-11,app_mobile,declaration_sinistre,8,6,abandon
INT0012947,CLI01405,2024-12-29,email,email_clique,2,5,abandon
INT0012948,CLI01405,2023-01-28,agence,renouvellement,28,6,succès
INT0012949,CLI01405,2023-03-05,app_mobile,consultation_contrat,14,9,succès
INT0012950,CLI01405,2024-10-27,web,espace_client,14,5,succès
INT0012951,CLI01405,2023-02-09,app_mobile,declaration_sinistre,8,5,succès
INT0012952,CLI01405,2024-04-26,app_mobile,ouverture_app,5,6,abandon
INT0012953,CLI01406,2023-10-19,email,email_ouvert,6,5,succès
INT0012954,CLI01406,2024-10-12,agence,souscription,66,6,succès
INT0012955,CLI01406,2023-03-01,email,email_ouvert,12,8,abandon
INT0012956,CLI01406,2023-05-10,email,email_ouvert,13,5,succès
INT0012957,CLI01406,2023-06-13,telephone,reclamation,18,6,abandon
INT0012958,CLI01406,2024-01-13,email,email_clique,7,3,succès
INT0012959,CLI01406,2023-01-05,web,souscription,2,7,en_attente
INT0012960,CLI01406,2024-10-07,web,souscription,9,6,abandon
INT0012961,CLI01406,2024-05-17,email,reponse_email,11,10,succès
INT0012962,CLI01406,2023-08-03,email,email_ouvert,6,5,succès
INT0012963,CLI01407,2024-07-08,web,espace_client,1,7,abandon
INT0012964,CLI01407,2023-11-11,web,devis_en_ligne,2,6,succès
INT0012965,CLI01407,2024-06-06,web,souscription,12,2,succès
INT0012966,CLI01407,2023-01-03,web,souscription,5,4,succès
INT0012967,CLI01407,2023-11-19,web,visite_site,1,7,succès
INT0012968,CLI01407,2024-01-15,email,email_ignore,11,3,succès
INT0012969,CLI01407,2023-03-16,web,souscription,13,8,succès
INT0012970,CLI01407,2023-02-27,web,souscription,3,9,succès
